SECCION,MUNICIPIO,LISTA_NOMINAL,VOTOS_MORENA_Y_ALIADOS,VOTOS_OPOSICION,VOTOS_NULOS
792,Cajeme,3265,921,799,53
793,Cajeme,1835,506,453,29
794,Cajeme,2023,690,481,36
795,Cajeme,2462,589,636,37
796,Cajeme,3217,920,962,58
797,Cajeme,3378,598,772,42
798,Cajeme,2512,535,589,34
799,Cajeme,1472,391,393,24
800,Cajeme,2912,788,1008,55
801,Nogales,1069,267,250,15
802,Nogales,3159,619,823,44
803,Nogales,1089,254,220,14
804,Nogales,2830,598,626,37
805,Nogales,2901,644,613,38
806,Nogales,2722,653,476,34
807,Nogales,2305,467,665,35
808,Nogales,2290,428,603,31
809,Nogales,811,260,180,13
810,Nogales,3276,905,762,51
811,Nogales,1002,249,340,18
812,Nogales,722,178,236,12
813,Nogales,1167,335,252,18
814,Nogales,3405,620,874,46
815,Nogales,634,204,133,10
816,Nogales,1329,368,245,18
817,Nogales,1175,358,299,20
818,Nogales,2787,794,571,42
819,Nogales,2288,765,539,40
820,Nogales,1595,411,345,23
821,Nogales,3260,604,662,39
822,Nogales,1109,346,236,18
823,Nogales,2158,483,584,32
824,Nogales,1270,265,285,17
825,Nogales,1848,509,375,27
826,Nogales,3180,732,1043,54
827,Nogales,2255,516,655,36
828,Nogales,1511,313,436,23
829,Nogales,1545,364,242,18
830,Nogales,1071,277,222,15
831,Nogales,1315,303,224,16
832,Nogales,3124,653,678,41
833,Nogales,3245,796,533,41
834,Nogales,1965,472,533,31
835,Nogales,1578,490,357,26
836,Nogales,2495,612,799,43
837,Nogales,3191,1008,695,52
838,Nogales,2968,748,752,46
839,Nogales,1114,252,360,18
840,Nogales,1551,318,407,22
841,Nogales,3295,901,910,56
842,Nogales,887,225,314,16
843,Nogales,2958,864,677,47
844,Nogales,3039,952,673,50
845,Nogales,838,206,217,13
846,Nogales,1056,190,230,12
847,Nogales,2409,666,548,37
848,Nogales,2670,717,636,41
849,Nogales,588,157,131,8
850,Nogales,2901,892,705,49
851,Nogales,3305,831,1180,62
852,Nogales,839,231,227,14
853,Nogales,2480,501,572,33
854,Nogales,2240,529,434,29
855,Nogales,1747,504,403,28
856,Nogales,1597,437,330,23
857,Nogales,2842,586,624,37
858,Nogales,3067,515,696,37
859,Nogales,3270,759,898,51
860,Nogales,1225,332,376,21
861,Nogales,2676,472,664,35
862,Nogales,3236,912,1063,61
863,Nogales,3313,823,573,43
864,Nogales,2014,473,337,25
865,Nogales,2459,763,750,46
866,Nogales,1129,263,346,18
867,Nogales,1200,294,257,17
868,Nogales,2466,697,594,39
869,Nogales,2523,482,658,35
870,Nogales,1727,515,539,32
871,Nogales,2212,718,591,40
872,Nogales,3153,1079,825,58
873,Nogales,1238,400,249,20
874,Nogales,3021,976,618,49
875,Nogales,2945,647,796,44
876,Nogales,676,134,166,9
877,Nogales,1615,322,371,21
878,Nogales,3134,756,858,49
879,Nogales,940,353,224,17
880,Nogales,1075,265,179,13
881,Nogales,2089,692,612,40
882,Nogales,629,192,179,11
883,Nogales,3194,867,911,54
884,Nogales,1013,324,232,17
885,Nogales,2311,544,421,29
886,Nogales,1474,354,412,23
887,Nogales,2902,957,666,50
888,Nogales,951,310,227,16
889,Nogales,3380,801,525,41
890,Nogales,802,268,218,15
891,Nogales,2469,616,846,45
892,Nogales,1639,339,409,23
893,Nogales,2947,953,724,51
894,Nogales,2658,774,792,48
895,Nogales,713,156,205,11
896,Nogales,1511,541,346,27
897,Nogales,799,214,288,15
898,Nogales,2544,530,526,32
899,Nogales,1183,396,257,20
900,Nogales,1650,353,314,20
901,Nogales,2605,432,584,31
902,Nogales,1860,603,480,33
903,Nogales,772,224,151,11
904,Nogales,3409,1100,750,57
905,Nogales,2203,747,486,38
906,Nogales,579,181,126,9
907,Nogales,2471,801,714,46
908,Nogales,739,196,139,10
909,Nogales,1544,526,371,27
910,Nogales,2703,631,642,39
911,Nogales,2727,663,929,49
912,Nogales,3053,780,620,43
913,Nogales,1020,286,203,15
914,Nogales,847,186,183,11
915,Nogales,1390,368,373,22
916,Nogales,3329,964,883,57
917,Nogales,3037,575,662,38
918,Nogales,2730,891,778,51
919,Nogales,3023,1031,658,52
920,Nogales,3428,874,826,52
921,Nogales,2210,574,621,36
922,Nogales,810,264,229,15
923,Nogales,2827,1038,743,55
924,Nogales,3236,873,966,56
925,Nogales,1013,224,257,14
926,Nogales,2556,577,565,35
927,Nogales,1173,327,207,16
928,Nogales,2013,562,594,35
929,Nogales,1484,564,351,28
930,Nogales,3022,965,751,53
931,Nogales,2571,641,430,33
932,Nogales,3008,768,682,44
933,Nogales,3067,1006,861,57
934,Nogales,2747,811,688,46
935,Nogales,2710,663,769,44
936,Nogales,1304,230,285,15
937,Nogales,3102,1068,833,58
938,Nogales,2689,627,885,46
939,Nogales,1033,208,211,12
940,Nogales,2264,507,545,32
941,Nogales,2259,429,531,29
942,Nogales,2434,799,581,42
943,Nogales,3124,723,991,53
944,Nogales,630,161,115,8
945,Nogales,2625,705,693,43
946,Nogales,732,259,162,12
947,Nogales,1512,308,301,18
948,Nogales,3032,1070,807,58
949,Nogales,2158,678,578,38
950,Nogales,1574,490,344,25
951,Nogales,1409,354,471,25
952,Nogales,1113,353,290,19
953,Nogales,593,134,101,7
954,Nogales,1389,402,361,23
955,Nogales,2498,586,572,35
956,Nogales,2423,627,574,37
957,Nogales,2753,639,810,44
958,Nogales,2095,466,424,27
959,Nogales,2810,775,670,44
960,Nogales,2403,701,608,40
961,Nogales,3067,825,905,53
962,Nogales,1767,408,429,25
963,Nogales,3115,733,557,39
964,Nogales,2950,896,954,57
965,Nogales,1658,377,304,21
966,Nogales,730,147,141,8
967,Nogales,3052,719,964,52
968,Nogales,1036,325,298,19
969,Nogales,2355,539,415,29
970,Nogales,1921,508,505,31
971,Nogales,1813,533,500,31
972,Nogales,1139,397,282,21
973,Nogales,1305,328,360,21
974,Nogales,2126,439,564,31
975,Nogales,2904,768,1026,55
976,Nogales,2136,391,462,26
977,Nogales,814,234,160,12
978,Nogales,3357,869,983,57
979,Nogales,2779,719,790,46
980,Nogales,2586,597,589,36
981,Nogales,1607,379,321,21
982,Nogales,2952,868,676,47
983,Nogales,3056,706,846,48
984,Nogales,1036,339,246,18
985,Nogales,2133,666,529,36
986,Nogales,1143,308,321,19
987,Nogales,3084,580,812,43
988,Nogales,2005,483,520,30
989,Nogales,962,276,248,16
990,Nogales,2938,713,605,40
991,Nogales,1268,330,244,17
992,Nogales,1511,486,351,25
993,Nogales,863,188,170,11
994,Nogales,1173,368,293,20
995,Nogales,1430,376,419,24
996,Nogales,2664,617,844,45
997,Nogales,2768,638,722,42
998,Nogales,1351,366,273,19
999,Nogales,951,237,232,14
1000,Nogales,2595,831,559,42
1001,San Luis Rio Colorado,850,244,178,13
1002,San Luis Rio Colorado,3027,796,803,49
1003,San Luis Rio Colorado,2917,535,698,38
1004,San Luis Rio Colorado,2557,605,420,31
1005,San Luis Rio Colorado,2849,882,596,45
1006,San Luis Rio Colorado,2206,552,403,29
1007,San Luis Rio Colorado,725,217,181,12
1008,San Luis Rio Colorado,3023,886,659,47
1009,San Luis Rio Colorado,1423,358,273,19
1010,San Luis Rio Colorado,3418,924,924,57
1011,San Luis Rio Colorado,2302,481,516,30
1012,San Luis Rio Colorado,2168,673,590,39
1013,San Luis Rio Colorado,2891,927,606,47
1014,San Luis Rio Colorado,3002,733,817,47
1015,San Luis Rio Colorado,1063,343,232,17
1016,San Luis Rio Colorado,2293,533,706,38
1017,San Luis Rio Colorado,2841,620,579,37
1018,San Luis Rio Colorado,2429,587,383,29
1019,San Luis Rio Colorado,736,277,180,14
1020,San Luis Rio Colorado,1105,184,256,13
1021,San Luis Rio Colorado,3076,784,760,47
1022,San Luis Rio Colorado,1198,376,250,19
1023,San Luis Rio Colorado,2876,784,636,43
1024,San Luis Rio Colorado,664,133,166,9
1025,San Luis Rio Colorado,1562,365,249,18
1026,San Luis Rio Colorado,694,190,138,10
1027,San Luis Rio Colorado,670,132,156,8
1028,San Luis Rio Colorado,2753,746,625,42
1029,San Luis Rio Colorado,3421,830,914,53
1030,San Luis Rio Colorado,836,281,210,15
1031,San Luis Rio Colorado,3261,611,717,41
1032,San Luis Rio Colorado,2396,614,587,37
1033,San Luis Rio Colorado,1560,360,292,20
1034,San Luis Rio Colorado,752,227,171,12
1035,San Luis Rio Colorado,2658,535,716,38
1036,San Luis Rio Colorado,2533,687,668,41
1037,San Luis Rio Colorado,971,278,226,15
1038,San Luis Rio Colorado,1106,239,203,13
1039,San Luis Rio Colorado,1453,328,304,19
1040,San Luis Rio Colorado,2010,461,416,27
1041,San Luis Rio Colorado,2662,894,627,47
1042,San Luis Rio Colorado,1749,460,335,24
1043,San Luis Rio Colorado,3309,807,947,54
1044,San Luis Rio Colorado,1627,515,358,26
1045,San Luis Rio Colorado,752,141,192,10
1046,San Luis Rio Colorado,2746,646,515,35
1047,San Luis Rio Colorado,946,221,227,13
1048,San Luis Rio Colorado,1836,391,404,24
1049,San Luis Rio Colorado,3332,1036,750,55
1050,San Luis Rio Colorado,2090,433,384,25
1051,San Luis Rio Colorado,795,194,142,10
1052,San Luis Rio Colorado,1283,294,258,17
1053,San Luis Rio Colorado,2224,437,586,31
1054,San Luis Rio Colorado,1160,347,273,19
1055,San Luis Rio Colorado,980,279,239,16
1056,San Luis Rio Colorado,1100,251,263,15
1057,San Luis Rio Colorado,3206,655,669,40
1058,San Luis Rio Colorado,1995,476,544,31
1059,San Luis Rio Colorado,770,168,222,12
1060,San Luis Rio Colorado,1728,409,280,21
1061,San Luis Rio Colorado,3090,1057,739,55
1062,San Luis Rio Colorado,1121,332,308,19
1063,San Luis Rio Colorado,1512,529,395,28
1064,San Luis Rio Colorado,1744,297,382,21
1065,San Luis Rio Colorado,1154,304,398,21
1066,San Luis Rio Colorado,2682,703,967,51
1067,San Luis Rio Colorado,644,189,138,10
1068,San Luis Rio Colorado,2556,487,604,33
1069,San Luis Rio Colorado,2232,640,449,33
1070,San Luis Rio Colorado,2211,544,387,28
1071,San Luis Rio Colorado,1100,195,245,13
1072,San Luis Rio Colorado,2903,868,676,47
1073,San Luis Rio Colorado,2087,542,559,34
1074,San Luis Rio Colorado,2371,574,498,33
1075,San Luis Rio Colorado,2630,755,750,46
1076,San Luis Rio Colorado,2256,763,494,38
1077,San Luis Rio Colorado,813,257,161,12
1078,San Luis Rio Colorado,1021,217,205,13
1079,San Luis Rio Colorado,3103,913,659,48
1080,San Luis Rio Colorado,2894,834,839,51
1081,San Luis Rio Colorado,2809,739,656,43
1082,San Luis Rio Colorado,1469,446,276,22
1083,San Luis Rio Colorado,1591,339,321,20
1084,San Luis Rio Colorado,784,176,219,12
1085,San Luis Rio Colorado,3426,905,1235,66
1086,San Luis Rio Colorado,3311,729,721,44
1087,San Luis Rio Colorado,1515,368,358,22
1088,San Luis Rio Colorado,3087,1038,768,55
1089,San Luis Rio Colorado,2046,516,683,37
1090,San Luis Rio Colorado,2708,583,814,43
1091,San Luis Rio Colorado,2267,455,444,27
1092,San Luis Rio Colorado,3410,629,725,41
1093,San Luis Rio Colorado,2171,509,460,29
1094,San Luis Rio Colorado,3133,1049,809,57
1095,San Luis Rio Colorado,1580,372,409,24
1096,San Luis Rio Colorado,2584,554,731,39
1097,San Luis Rio Colorado,3052,1160,762,59
1098,San Luis Rio Colorado,1406,374,493,26
1099,San Luis Rio Colorado,2479,740,798,47
1100,San Luis Rio Colorado,695,231,145,11
1101,San Luis Rio Colorado,2262,601,571,36
1102,San Luis Rio Colorado,2303,659,632,39
1103,San Luis Rio Colorado,2464,622,435,32
1104,San Luis Rio Colorado,1769,368,370,22
1105,San Luis Rio Colorado,678,165,110,8
1106,San Luis Rio Colorado,2726,935,766,52
1107,San Luis Rio Colorado,1232,250,236,15
1108,San Luis Rio Colorado,1727,285,403,21
1109,San Luis Rio Colorado,2401,818,621,44
1110,San Luis Rio Colorado,2819,924,588,46
1111,San Luis Rio Colorado,1599,350,424,23
1112,San Luis Rio Colorado,1899,360,389,23
1113,San Luis Rio Colorado,704,173,240,12
1114,San Luis Rio Colorado,3069,1021,905,59
1115,San Luis Rio Colorado,1844,386,374,23
1116,San Luis Rio Colorado,3277,1149,715,57
1117,San Luis Rio Colorado,2737,817,766,48
1118,San Luis Rio Colorado,1657,348,465,25
1119,San Luis Rio Colorado,841,181,153,10
1120,San Luis Rio Colorado,3384,737,878,49
1121,San Luis Rio Colorado,3332,1010,1057,63
1122,San Luis Rio Colorado,2761,659,547,37
1123,San Luis Rio Colorado,1894,520,432,29
1124,San Luis Rio Colorado,734,163,162,10
1125,San Luis Rio Colorado,1286,284,243,16
1126,San Luis Rio Colorado,1830,541,442,30
1127,San Luis Rio Colorado,2919,806,978,55
1128,San Luis Rio Colorado,926,202,229,13
1129,San Luis Rio Colorado,2869,876,723,49
1130,San Luis Rio Colorado,3129,765,482,38
1131,San Luis Rio Colorado,591,135,168,9
1132,San Luis Rio Colorado,3119,719,526,38
1133,San Luis Rio Colorado,2493,663,868,47
1134,San Luis Rio Colorado,793,277,173,13
1135,San Luis Rio Colorado,3139,831,921,54
1136,San Luis Rio Colorado,730,207,178,11
1137,San Luis Rio Colorado,2454,620,616,38
1138,San Luis Rio Colorado,1934,579,417,30
1139,San Luis Rio Colorado,1110,277,382,20
1140,San Luis Rio Colorado,2282,585,651,38
1141,San Luis Rio Colorado,2472,451,630,33
1142,San Luis Rio Colorado,890,220,191,12
1143,San Luis Rio Colorado,1472,461,404,26
1144,San Luis Rio Colorado,2978,622,849,45
1145,San Luis Rio Colorado,1494,493,330,25
1146,San Luis Rio Colorado,2669,670,429,33
1147,San Luis Rio Colorado,1271,328,296,19
1148,San Luis Rio Colorado,2635,828,551,42
1149,San Luis Rio Colorado,3263,757,834,49
1150,San Luis Rio Colorado,1223,343,255,18
1151,San Luis Rio Colorado,1229,417,280,21
1152,San Luis Rio Colorado,3225,828,1018,57
1153,San Luis Rio Colorado,875,168,182,10
1154,San Luis Rio Colorado,3113,1002,801,55
1155,San Luis Rio Colorado,1462,260,334,18
1156,San Luis Rio Colorado,3438,647,761,43
1157,San Luis Rio Colorado,3270,914,664,48
1158,San Luis Rio Colorado,1902,640,545,36
1159,San Luis Rio Colorado,1461,400,401,24
1160,San Luis Rio Colorado,2665,627,774,43
1161,San Luis Rio Colorado,3192,839,1036,57
1162,San Luis Rio Colorado,2799,713,834,47
1163,San Luis Rio Colorado,868,200,231,13
1164,San Luis Rio Colorado,1358,404,383,24
1165,San Luis Rio Colorado,1243,362,358,22
1166,San Luis Rio Colorado,837,227,208,13
1167,San Luis Rio Colorado,1614,535,421,29
1168,San Luis Rio Colorado,3438,1190,920,65
1169,San Luis Rio Colorado,656,159,124,8
1170,San Luis Rio Colorado,790,178,181,11
1171,San Luis Rio Colorado,2441,646,435,33
1172,San Luis Rio Colorado,3150,774,572,41
1173,San Luis Rio Colorado,2539,627,430,32
1174,San Luis Rio Colorado,1609,443,332,23
1175,San Luis Rio Colorado,2622,983,656,50
1176,San Luis Rio Colorado,3244,733,652,42
1177,San Luis Rio Colorado,2424,543,756,40
1178,San Luis Rio Colorado,3374,744,755,46
1179,San Luis Rio Colorado,3257,921,789,52
1180,San Luis Rio Colorado,2388,596,689,39
1181,San Luis Rio Colorado,2282,486,593,33
1182,San Luis Rio Colorado,1711,528,489,31
1183,San Luis Rio Colorado,2328,576,397,30
1184,San Luis Rio Colorado,2984,1041,705,53
1185,San Luis Rio Colorado,1784,401,518,28
1186,San Luis Rio Colorado,1815,510,610,34
1187,San Luis Rio Colorado,2104,635,544,36
1188,San Luis Rio Colorado,3318,675,736,43
1189,San Luis Rio Colorado,3245,981,860,56
1190,San Luis Rio Colorado,2696,457,607,32
1191,San Luis Rio Colorado,2524,655,820,45
1192,San Luis Rio Colorado,1900,530,479,31
1193,San Luis Rio Colorado,2026,478,459,28
1194,San Luis Rio Colorado,2074,728,537,39
1195,San Luis Rio Colorado,2011,660,570,38
1196,San Luis Rio Colorado,1359,303,407,21
1197,San Luis Rio Colorado,1736,442,296,22
1198,San Luis Rio Colorado,2065,617,394,31
1199,San Luis Rio Colorado,1013,267,177,13
1200,San Luis Rio Colorado,2021,691,555,38
1201,Guaymas,1486,343,372,22
1202,Guaymas,2037,653,419,33
1203,Guaymas,1536,441,522,29
1204,Guaymas,2366,767,542,40
1205,Guaymas,2496,643,536,36
1206,Guaymas,2148,751,466,37
1207,Guaymas,708,168,146,9
1208,Guaymas,708,215,223,13
1209,Guaymas,3114,939,883,56
1210,Guaymas,919,281,182,14
1211,Guaymas,1949,342,454,24
1212,Guaymas,1987,536,686,37
1213,Guaymas,2996,717,865,48
1214,Guaymas,1880,596,469,32
1215,Guaymas,2651,889,655,47
1216,Guaymas,3077,844,972,56
1217,Guaymas,810,177,223,12
1218,Guaymas,3132,906,742,50
1219,Guaymas,3060,700,815,46
1220,Guaymas,1838,471,381,26
1221,Guaymas,853,183,156,10
1222,Guaymas,3254,901,596,46
1223,Guaymas,2639,506,622,34
1224,Guaymas,1063,227,299,16
1225,Guaymas,2346,754,602,41
1226,Guaymas,2725,668,889,48
1227,Guaymas,721,208,146,10
1228,Guaymas,1152,373,332,21
1229,Guaymas,1174,382,250,19
1230,Guaymas,3180,951,955,58
1231,Guaymas,2358,734,534,39
1232,Guaymas,3293,1072,920,61
1233,Guaymas,2055,461,531,30
1234,Guaymas,2650,674,442,34
1235,Guaymas,2574,548,731,39
1236,Guaymas,3086,1118,725,57
1237,Guaymas,1274,317,233,16
1238,Guaymas,698,155,215,11
1239,Guaymas,925,214,254,14
1240,Guaymas,2754,801,569,42
1241,Guaymas,3408,987,691,51
1242,Guaymas,947,209,243,13
1243,Guaymas,3023,734,901,50
1244,Guaymas,1868,452,593,32
1245,Guaymas,3109,690,801,46
1246,Guaymas,1358,350,409,23
1247,Guaymas,1051,289,336,19
1248,Guaymas,3249,871,594,45
1249,Guaymas,2940,734,650,42
1250,Guaymas,1262,347,291,19
1251,Guaymas,3308,887,712,49
1252,Guaymas,2005,490,527,31
1253,Guaymas,1567,413,295,21
1254,Guaymas,2619,534,501,31
1255,Guaymas,2403,718,505,37
1256,Guaymas,3150,756,964,53
1257,Guaymas,2977,803,524,41
1258,Guaymas,1220,448,319,23
1259,Guaymas,2390,393,544,28
1260,Guaymas,1000,332,259,18
1261,Guaymas,938,267,247,15
1262,Guaymas,1478,386,408,24
1263,Guaymas,1382,306,237,16
1264,Guaymas,1153,303,401,21
1265,Guaymas,603,158,168,10
1266,Guaymas,1539,519,329,26
1267,Guaymas,880,233,244,14
1268,Guaymas,969,235,216,13
1269,Guaymas,2308,670,493,35
1270,Guaymas,3254,875,1031,58
1271,Guaymas,2210,552,748,40
1272,Guaymas,1641,377,534,28
1273,Guaymas,3083,772,479,38
1274,Guaymas,1130,301,274,17
1275,Guaymas,3435,960,597,48
1276,Guaymas,1746,448,397,26
1277,Guaymas,1618,399,399,24
1278,Guaymas,860,266,191,14
1279,Guaymas,2873,813,632,44
1280,Guaymas,2270,456,544,30
1281,Guaymas,1609,281,369,20
1282,Guaymas,830,162,203,11
1283,Guaymas,2114,400,481,27
1284,Guaymas,2916,834,654,45
1285,Guaymas,1760,469,502,30
1286,Guaymas,2150,537,521,32
1287,Guaymas,2672,610,802,43
1288,Guaymas,778,165,216,11
1289,Guaymas,3282,924,631,48
1290,Guaymas,2257,609,397,31
1291,Guaymas,3272,945,994,59
1292,Guaymas,2517,769,531,40
1293,Guaymas,1997,661,460,34
1294,Guaymas,2270,492,515,31
1295,Guaymas,1026,270,324,18
1296,Guaymas,2810,829,713,47
1297,Guaymas,2642,577,665,38
1298,Guaymas,1489,500,382,27
1299,Guaymas,2089,433,491,28
1300,Guaymas,2273,821,508,41
1301,Guaymas,2572,643,473,34
1302,Guaymas,2848,964,643,49
1303,Guaymas,2297,723,559,39
1304,Guaymas,2443,608,782,42
1305,Guaymas,1378,263,358,19
1306,Guaymas,2835,613,651,39
1307,Guaymas,3280,856,1009,57
1308,Guaymas,2918,816,542,41
1309,Guaymas,2924,480,685,36
1310,Guaymas,1708,597,415,31
1311,Guaymas,1256,311,208,16
1312,Guaymas,3195,704,638,41
1313,Guaymas,2565,583,509,33
1314,Guaymas,2427,763,695,45
1315,Guaymas,2413,519,550,33
1316,Guaymas,1563,373,303,20
1317,Guaymas,2063,617,568,36
1318,Guaymas,1888,415,521,28
1319,Guaymas,2474,767,493,38
1320,Guaymas,1262,319,397,22
1321,Guaymas,3088,695,981,51
1322,Guaymas,2509,622,421,32
1323,Guaymas,2834,890,639,47
1324,Guaymas,2785,923,724,50
1325,Guaymas,3399,684,942,50
1326,Guaymas,2887,725,601,40
1327,Guaymas,1670,335,401,22
1328,Guaymas,1238,376,271,20
1329,Guaymas,2467,701,527,37
1330,Guaymas,2218,632,467,33
1331,Guaymas,3292,889,863,54
1332,Guaymas,796,200,135,10
1333,Guaymas,2863,519,676,36
1334,Guaymas,2739,674,740,43
1335,Guaymas,3065,803,849,51
1336,Guaymas,2976,777,800,48
1337,Guaymas,3086,931,686,50
1338,Guaymas,2209,723,527,38
1339,Guaymas,1546,484,484,29
1340,Guaymas,2234,433,585,31
1341,Guaymas,2708,972,710,51
1342,Guaymas,877,216,285,15
1343,Guaymas,2148,455,545,30
1344,Guaymas,2538,636,553,36
1345,Guaymas,1041,240,327,17
1346,Guaymas,1983,504,578,33
1347,Guaymas,2872,839,787,50
1348,Guaymas,2411,749,615,42
1349,Guaymas,600,166,113,8
1350,Guaymas,2889,906,749,51
1351,Navojoa,1334,289,403,21
1352,Navojoa,1979,504,557,32
1353,Navojoa,1532,389,296,21
1354,Navojoa,3108,930,1017,60
1355,Navojoa,2311,606,646,38
1356,Navojoa,1747,537,409,29
1357,Navojoa,3294,1112,770,58
1358,Navojoa,637,191,179,11
1359,Navojoa,2800,527,649,36
1360,Navojoa,1593,324,362,21
1361,Navojoa,1114,355,226,17
1362,Navojoa,816,285,209,15
1363,Navojoa,1499,273,342,18
1364,Navojoa,1444,395,316,21
1365,Navojoa,2900,539,643,36
1366,Navojoa,3018,749,928,51
1367,Navojoa,2511,608,497,34
1368,Navojoa,1599,469,407,27
1369,Navojoa,3347,746,769,46
1370,Navojoa,1796,504,382,27
1371,Navojoa,2507,949,596,47
1372,Navojoa,1056,214,295,15
1373,Navojoa,762,222,237,14
1374,Navojoa,632,160,118,8
1375,Navojoa,848,228,224,13
1376,Navojoa,2779,932,752,52
1377,Navojoa,1270,341,386,22
1378,Navojoa,637,152,126,8
1379,Navojoa,1760,567,538,34
1380,Navojoa,3356,991,1033,62
1381,Navojoa,3265,1101,777,58
1382,Navojoa,2542,544,450,30
1383,Navojoa,1127,304,402,21
1384,Navojoa,2040,534,346,27
1385,Navojoa,1296,255,334,18
1386,Navojoa,3301,583,743,41
1387,Navojoa,911,244,298,16
1388,Navojoa,3346,1087,866,60
1389,Navojoa,802,281,207,15
1390,Navojoa,984,169,226,12
1391,Navojoa,1216,253,353,18
1392,Navojoa,1804,624,447,33
1393,Navojoa,2348,507,688,36
1394,Navojoa,2442,553,588,35
1395,Navojoa,1060,334,232,17
1396,Navojoa,916,343,226,17
1397,Navojoa,917,230,159,12
1398,Navojoa,2166,585,378,29
1399,Navojoa,3030,793,674,45
1400,Navojoa,1353,323,351,20
1401,Navojoa,2656,942,626,48
1402,Navojoa,680,210,178,11
1403,Navojoa,2071,503,483,30
1404,Navojoa,1146,232,254,15
1405,Navojoa,2564,517,642,35
1406,Navojoa,1434,453,429,27
1407,Navojoa,994,375,238,18
1408,Navojoa,2857,958,633,49
1409,Navojoa,746,161,146,9
1410,Navojoa,1968,447,387,25
1411,Navojoa,1069,257,162,12
1412,Navojoa,2796,764,521,39
1413,Navojoa,2727,701,530,38
1414,Navojoa,1229,290,189,14
1415,Navojoa,3132,991,849,56
1416,Navojoa,1017,225,280,15
1417,Navojoa,2049,751,510,39
1418,Navojoa,656,223,144,11
1419,Navojoa,3267,826,1047,57
1420,Navojoa,2544,552,716,39
1421,Navojoa,855,227,284,15
1422,Navojoa,1577,497,341,25
1423,Navojoa,2676,823,854,51
1424,Navojoa,795,196,127,9
1425,Navojoa,2114,456,581,32
1426,Navojoa,957,215,288,15
1427,Navojoa,604,161,115,8
1428,Navojoa,3014,549,768,40
1429,Navojoa,1100,198,247,13
1430,Navojoa,1899,366,375,22
1431,Navojoa,3053,844,964,55
1432,Navojoa,2827,682,564,38
1433,Navojoa,1068,289,279,17
1434,Navojoa,583,184,129,9
1435,Navojoa,1966,656,485,35
1436,Navojoa,2052,552,386,28
1437,Navojoa,1595,426,424,26
1438,Navojoa,2702,650,519,36
1439,Navojoa,2942,589,572,35
1440,Navojoa,1678,480,464,29
1441,Navojoa,3306,956,911,57
1442,Navojoa,669,136,157,9
1443,Navojoa,1715,459,493,29
1444,Navojoa,1217,271,257,16
1445,Navojoa,1739,441,395,25
1446,Navojoa,2159,445,534,30
1447,Navojoa,998,243,304,16
1448,Navojoa,2633,812,722,47
1449,Navojoa,1040,245,303,16
1450,Navojoa,3163,880,607,45
1451,Navojoa,2241,533,443,30
1452,Navojoa,1836,530,564,33
1453,Navojoa,1971,601,449,32
1454,Navojoa,1986,730,453,36
1455,Navojoa,3133,955,904,57
1456,Navojoa,2761,788,665,44
1457,Navojoa,2180,460,563,31
1458,Navojoa,1173,268,250,16
1459,Navojoa,2504,583,737,40
1460,Navojoa,2378,608,641,38
1461,Navojoa,758,195,158,10
1462,Navojoa,1790,421,474,27
1463,Navojoa,2321,627,650,39
1464,Navojoa,2080,383,427,25
1465,Navojoa,1710,419,325,23
1466,Navojoa,2280,587,449,32
1467,Navojoa,2120,554,685,38
1468,Navojoa,1407,321,228,16
1469,Navojoa,795,229,177,12
1470,Navojoa,2434,535,467,30
1471,Navojoa,1244,379,334,22
1472,Navojoa,1620,313,322,19
1473,Navojoa,1033,245,284,16
1474,Navojoa,832,183,218,12
1475,Navojoa,1100,293,286,17
1476,Navojoa,3184,952,794,54
1477,Navojoa,2865,753,967,53
1478,Navojoa,3317,609,738,41
1479,Navojoa,807,202,190,12
1480,Navojoa,1030,202,247,13
1481,Navojoa,658,142,159,9
1482,Navojoa,949,303,290,18
1483,Navojoa,1219,331,435,23
1484,Navojoa,1245,400,255,20
1485,Navojoa,2237,488,649,35
1486,Navojoa,2622,649,468,34
1487,Navojoa,1420,525,344,26
1488,Navojoa,1869,578,436,31
1489,Navojoa,2566,721,697,43
1490,Navojoa,3032,557,633,36
1491,Navojoa,1638,462,339,24
1492,Navojoa,1209,360,279,19
1493,Navojoa,1562,281,352,19
1494,Navojoa,1404,392,320,21
1495,Navojoa,2581,593,684,39
1496,Navojoa,938,230,240,14
1497,Navojoa,962,189,211,12
1498,Navojoa,1274,355,405,23
1499,Navojoa,2252,513,442,29
