SECCION,MUNICIPIO,LISTA_NOMINAL,VOTOS_MORENA_Y_ALIADOS,VOTOS_OPOSICION,VOTOS_NULOS
782,Cajeme,955,78,457,16
783,Cajeme,2750,92,1061,35
784,Cajeme,2272,102,812,28
785,Cajeme,2610,67,970,32
786,Cajeme,2016,137,970,34
787,Cajeme,1754,86,698,24
788,Cajeme,2902,197,1359,48
789,Cajeme,2460,99,1281,42
790,Cajeme,1689,69,910,30
791,Cajeme,1342,99,648,23
792,Cajeme,2840,126,1297,44
793,Cajeme,1596,86,658,23
794,Cajeme,1760,59,937,30
795,Cajeme,2141,52,933,30
796,Cajeme,2798,159,1020,36
797,Cajeme,2938,87,1483,48
798,Cajeme,2185,141,1000,35
799,Cajeme,1280,32,513,16
800,Cajeme,2533,178,1308,45
801,Nogales,930,63,385,13
802,Nogales,2747,80,998,33
803,Nogales,947,63,453,15
804,Nogales,2461,146,1151,40
805,Nogales,2523,144,1175,40
806,Nogales,2367,191,1179,42
807,Nogales,2005,85,912,30
808,Nogales,1992,104,1061,36
809,Nogales,706,18,269,8
810,Nogales,2849,107,1168,39
811,Nogales,872,44,421,14
812,Nogales,628,25,363,11
813,Nogales,1015,50,440,15
814,Nogales,2961,81,1271,41
815,Nogales,552,27,213,7
816,Nogales,1156,45,455,15
817,Nogales,1022,44,399,13
818,Nogales,2424,135,870,31
819,Nogales,1990,50,928,30
820,Nogales,1387,33,591,19
821,Nogales,2835,217,1322,47
822,Nogales,965,57,434,15
823,Nogales,1877,62,1042,34
824,Nogales,1105,38,595,19
825,Nogales,1607,105,704,25
826,Nogales,2766,64,1150,37
827,Nogales,1961,155,887,32
828,Nogales,1314,88,518,18
829,Nogales,1344,89,662,23
830,Nogales,932,62,394,14
831,Nogales,1144,90,562,20
832,Nogales,2717,151,1138,39
833,Nogales,2822,92,1004,33
834,Nogales,1709,128,770,27
835,Nogales,1373,48,631,20
836,Nogales,2170,81,859,29
837,Nogales,2775,177,1151,41
838,Nogales,2581,74,1366,44
839,Nogales,969,33,470,15
840,Nogales,1349,36,633,20
841,Nogales,2866,164,960,34
842,Nogales,772,44,316,11
843,Nogales,2573,137,895,31
844,Nogales,2643,102,1025,34
845,Nogales,729,43,255,9
846,Nogales,919,37,433,14
847,Nogales,2095,152,974,34
848,Nogales,2322,82,1232,40
849,Nogales,512,38,235,8
850,Nogales,2523,121,1154,39
851,Nogales,2874,81,1497,48
852,Nogales,730,22,319,10
853,Nogales,2157,111,1075,36
854,Nogales,1948,65,1117,36
855,Nogales,1520,99,693,24
856,Nogales,1389,102,641,22
857,Nogales,2472,111,1138,38
858,Nogales,2667,76,985,32
859,Nogales,2844,172,1261,44
860,Nogales,1066,59,481,16
861,Nogales,2327,135,1004,35
862,Nogales,2814,193,1357,47
863,Nogales,2881,91,1662,54
864,Nogales,1752,93,864,29
865,Nogales,2139,73,853,28
866,Nogales,982,50,372,13
867,Nogales,1044,66,476,16
868,Nogales,2145,134,897,31
869,Nogales,2194,81,853,28
870,Nogales,1502,34,559,18
871,Nogales,1924,72,903,30
872,Nogales,2742,127,1457,48
873,Nogales,1077,24,433,14
874,Nogales,2627,122,1482,49
875,Nogales,2561,151,928,33
876,Nogales,588,32,204,7
877,Nogales,1405,84,781,26
878,Nogales,2726,90,1378,45
879,Nogales,818,42,334,11
880,Nogales,935,56,433,15
881,Nogales,1817,46,775,25
882,Nogales,547,30,304,10
883,Nogales,2778,196,1449,50
884,Nogales,881,68,464,16
885,Nogales,2010,162,893,32
886,Nogales,1282,102,575,20
887,Nogales,2524,86,1151,38
888,Nogales,827,25,342,11
889,Nogales,2940,98,1163,39
890,Nogales,698,28,331,11
891,Nogales,2147,200,1117,40
892,Nogales,1426,85,504,18
893,Nogales,2563,177,1424,49
894,Nogales,2312,142,1223,42
895,Nogales,620,30,315,10
896,Nogales,1314,98,624,22
897,Nogales,695,37,254,8
898,Nogales,2213,88,1062,35
899,Nogales,1029,80,496,17
900,Nogales,1435,109,700,25
901,Nogales,2266,131,758,27
902,Nogales,1618,119,863,30
903,Nogales,672,22,376,12
904,Nogales,2965,97,1257,41
905,Nogales,1916,141,950,33
906,Nogales,504,27,270,9
907,Nogales,2149,67,1023,33
908,Nogales,643,56,322,11
909,Nogales,1343,50,793,26
910,Nogales,2351,94,881,30
911,Nogales,2372,195,1114,40
912,Nogales,2655,118,955,33
913,Nogales,887,20,326,10
914,Nogales,737,53,376,13
915,Nogales,1209,84,502,18
916,Nogales,2895,224,1347,48
917,Nogales,2641,219,1260,45
918,Nogales,2374,177,1083,38
919,Nogales,2629,177,1435,49
920,Nogales,2981,187,1165,41
921,Nogales,1922,155,961,34
922,Nogales,705,30,302,10
923,Nogales,2459,77,1359,44
924,Nogales,2814,160,1131,39
925,Nogales,881,58,364,13
926,Nogales,2223,95,874,29
927,Nogales,1020,51,493,16
928,Nogales,1751,103,868,30
929,Nogales,1291,41,485,16
930,Nogales,2628,180,1427,49
931,Nogales,2236,188,1062,38
932,Nogales,2616,133,1164,40
933,Nogales,2667,123,1319,44
934,Nogales,2389,165,1290,44
935,Nogales,2357,203,1283,45
936,Nogales,1134,53,592,19
937,Nogales,2698,100,1179,39
938,Nogales,2339,102,943,32
939,Nogales,899,62,348,12
940,Nogales,1969,100,1031,34
941,Nogales,1965,186,1026,37
942,Nogales,2117,152,1050,37
943,Nogales,2717,164,968,34
944,Nogales,548,29,235,8
945,Nogales,2283,159,1231,42
946,Nogales,637,40,308,10
947,Nogales,1315,53,642,21
948,Nogales,2637,72,969,32
949,Nogales,1877,145,1005,35
950,Nogales,1369,40,730,23
951,Nogales,1226,47,449,15
952,Nogales,968,38,412,13
953,Nogales,516,15,204,6
954,Nogales,1208,92,592,21
955,Nogales,2173,67,1126,36
956,Nogales,2107,128,796,28
957,Nogales,2394,124,1151,39
958,Nogales,1822,161,886,32
959,Nogales,2444,97,886,30
960,Nogales,2090,168,1126,39
961,Nogales,2667,179,1373,48
962,Nogales,1537,113,701,25
963,Nogales,2709,95,1491,49
964,Nogales,2566,178,1304,45
965,Nogales,1442,75,498,17
966,Nogales,635,38,311,10
967,Nogales,2654,121,1108,38
968,Nogales,901,47,400,13
969,Nogales,2048,71,1007,33
970,Nogales,1671,76,634,21
971,Nogales,1577,92,718,25
972,Nogales,991,61,479,16
973,Nogales,1135,53,588,19
974,Nogales,1849,78,797,27
975,Nogales,2526,135,910,32
976,Nogales,1858,102,1063,36
977,Nogales,708,35,256,8
978,Nogales,2920,117,1033,35
979,Nogales,2417,78,1255,41
980,Nogales,2249,144,1210,41
981,Nogales,1398,72,494,17
982,Nogales,2567,130,1224,41
983,Nogales,2658,157,1358,46
984,Nogales,901,74,464,16
985,Nogales,1855,82,896,30
986,Nogales,994,30,439,14
987,Nogales,2682,98,1559,51
988,Nogales,1744,52,645,21
989,Nogales,837,57,348,12
990,Nogales,2555,112,1298,43
991,Nogales,1103,50,549,18
992,Nogales,1314,58,545,18
993,Nogales,751,38,289,10
994,Nogales,1020,67,466,16
995,Nogales,1244,45,587,19
996,Nogales,2317,177,1131,40
997,Nogales,2407,167,1181,41
998,Nogales,1175,58,589,19
999,Nogales,827,20,353,11
1000,Nogales,2257,97,1032,34
1001,San Luis Rio Colorado,740,43,360,12
1002,San Luis Rio Colorado,2633,137,1044,36
1003,San Luis Rio Colorado,2537,153,995,35
1004,San Luis Rio Colorado,2224,167,1064,38
1005,San Luis Rio Colorado,2478,112,916,31
1006,San Luis Rio Colorado,1919,134,947,33
1007,San Luis Rio Colorado,631,28,323,10
1008,San Luis Rio Colorado,2629,81,1361,44
1009,San Luis Rio Colorado,1238,48,561,18
1010,San Luis Rio Colorado,2973,186,1221,43
1011,San Luis Rio Colorado,2002,97,891,30
1012,San Luis Rio Colorado,1886,145,864,31
1013,San Luis Rio Colorado,2514,169,1081,38
1014,San Luis Rio Colorado,2611,130,1249,42
1015,San Luis Rio Colorado,925,24,367,12
1016,San Luis Rio Colorado,1994,112,687,24
1017,San Luis Rio Colorado,2471,184,1097,39
1018,San Luis Rio Colorado,2113,123,791,28
1019,San Luis Rio Colorado,640,41,311,10
1020,San Luis Rio Colorado,961,64,427,15
1021,San Luis Rio Colorado,2675,153,1033,36
1022,San Luis Rio Colorado,1042,53,511,17
1023,San Luis Rio Colorado,2501,94,989,33
1024,San Luis Rio Colorado,578,37,300,10
1025,San Luis Rio Colorado,1359,106,614,22
1026,San Luis Rio Colorado,604,25,287,9
1027,San Luis Rio Colorado,583,45,270,9
1028,San Luis Rio Colorado,2394,78,1216,39
1029,San Luis Rio Colorado,2975,130,1126,38
1030,San Luis Rio Colorado,727,43,248,8
1031,San Luis Rio Colorado,2836,261,1500,54
1032,San Luis Rio Colorado,2084,45,784,25
1033,San Luis Rio Colorado,1357,67,613,21
1034,San Luis Rio Colorado,654,50,292,10
1035,San Luis Rio Colorado,2312,138,1003,35
1036,San Luis Rio Colorado,2203,69,925,30
1037,San Luis Rio Colorado,845,47,285,10
1038,San Luis Rio Colorado,962,61,394,14
1039,San Luis Rio Colorado,1264,41,502,16
1040,San Luis Rio Colorado,1748,102,769,26
1041,San Luis Rio Colorado,2315,98,1082,36
1042,San Luis Rio Colorado,1521,118,775,27
1043,San Luis Rio Colorado,2878,88,1084,36
1044,San Luis Rio Colorado,1415,71,639,21
1045,San Luis Rio Colorado,654,33,241,8
1046,San Luis Rio Colorado,2388,166,1099,39
1047,San Luis Rio Colorado,823,23,365,11
1048,San Luis Rio Colorado,1597,84,770,26
1049,San Luis Rio Colorado,2898,183,1320,46
1050,San Luis Rio Colorado,1818,84,643,22
1051,San Luis Rio Colorado,692,31,270,9
1052,San Luis Rio Colorado,1116,52,435,15
1053,San Luis Rio Colorado,1934,154,951,34
1054,San Luis Rio Colorado,1009,61,397,14
1055,San Luis Rio Colorado,853,34,419,13
1056,San Luis Rio Colorado,957,72,441,15
1057,San Luis Rio Colorado,2788,71,1163,38
1058,San Luis Rio Colorado,1735,90,644,22
1059,San Luis Rio Colorado,670,29,288,9
1060,San Luis Rio Colorado,1503,59,591,20
1061,San Luis Rio Colorado,2687,195,1246,44
1062,San Luis Rio Colorado,975,42,339,11
1063,San Luis Rio Colorado,1315,75,481,17
1064,San Luis Rio Colorado,1517,73,580,20
1065,San Luis Rio Colorado,1004,27,435,14
1066,San Luis Rio Colorado,2333,157,1091,38
1067,San Luis Rio Colorado,560,34,262,9
1068,San Luis Rio Colorado,2223,93,946,32
1069,San Luis Rio Colorado,1941,74,728,24
1070,San Luis Rio Colorado,1923,77,906,30
1071,San Luis Rio Colorado,957,29,456,15
1072,San Luis Rio Colorado,2525,143,864,31
1073,San Luis Rio Colorado,1815,147,908,32
1074,San Luis Rio Colorado,2062,124,1052,36
1075,San Luis Rio Colorado,2287,184,1213,43
1076,San Luis Rio Colorado,1962,49,715,23
1077,San Luis Rio Colorado,707,26,404,13
1078,San Luis Rio Colorado,888,31,522,17
1079,San Luis Rio Colorado,2699,186,1187,42
1080,San Luis Rio Colorado,2517,73,1001,33
1081,San Luis Rio Colorado,2443,166,1026,36
1082,San Luis Rio Colorado,1278,74,464,16
1083,San Luis Rio Colorado,1384,37,516,17
1084,San Luis Rio Colorado,682,45,317,11
1085,San Luis Rio Colorado,2980,144,1428,48
1086,San Luis Rio Colorado,2880,147,1155,40
1087,San Luis Rio Colorado,1318,72,682,23
1088,San Luis Rio Colorado,2685,223,1273,46
1089,San Luis Rio Colorado,1780,140,773,28
1090,San Luis Rio Colorado,2355,100,874,30
1091,San Luis Rio Colorado,1972,135,864,30
1092,San Luis Rio Colorado,2966,162,1552,53
1093,San Luis Rio Colorado,1888,103,835,28
1094,San Luis Rio Colorado,2725,207,1133,41
1095,San Luis Rio Colorado,1374,58,512,17
1096,San Luis Rio Colorado,2247,77,1055,35
1097,San Luis Rio Colorado,2654,94,1564,51
1098,San Luis Rio Colorado,1223,52,484,16
1099,San Luis Rio Colorado,2156,102,932,31
1100,San Luis Rio Colorado,605,46,308,10
1101,San Luis Rio Colorado,1967,70,1083,35
1102,San Luis Rio Colorado,2003,56,978,31
1103,San Luis Rio Colorado,2143,84,765,26
1104,San Luis Rio Colorado,1539,47,564,18
1105,San Luis Rio Colorado,590,28,235,8
1106,San Luis Rio Colorado,2371,179,1227,43
1107,San Luis Rio Colorado,1072,44,486,16
1108,San Luis Rio Colorado,1502,45,702,23
1109,San Luis Rio Colorado,2088,193,1122,40
1110,San Luis Rio Colorado,2452,93,1419,46
1111,San Luis Rio Colorado,1391,74,789,26
1112,San Luis Rio Colorado,1652,136,757,27
1113,San Luis Rio Colorado,613,32,286,9
1114,San Luis Rio Colorado,2669,150,1346,46
1115,San Luis Rio Colorado,1604,96,591,21
1116,San Luis Rio Colorado,2850,113,1076,36
1117,San Luis Rio Colorado,2380,141,825,29
1118,San Luis Rio Colorado,1441,108,791,27
1119,San Luis Rio Colorado,732,29,260,8
1120,San Luis Rio Colorado,2943,62,1110,36
1121,San Luis Rio Colorado,2898,225,1513,53
1122,San Luis Rio Colorado,2401,194,1093,39
1123,San Luis Rio Colorado,1647,57,740,24
1124,San Luis Rio Colorado,639,21,231,7
1125,San Luis Rio Colorado,1119,36,619,20
1126,San Luis Rio Colorado,1592,110,889,30
1127,San Luis Rio Colorado,2539,104,942,32
1128,San Luis Rio Colorado,806,70,388,14
1129,San Luis Rio Colorado,2495,149,1294,44
1130,San Luis Rio Colorado,2721,79,1256,41
1131,San Luis Rio Colorado,514,23,181,6
1132,San Luis Rio Colorado,2713,95,1199,40
1133,San Luis Rio Colorado,2168,120,1225,41
1134,San Luis Rio Colorado,690,35,266,9
1135,San Luis Rio Colorado,2730,162,1210,42
1136,San Luis Rio Colorado,635,27,255,8
1137,San Luis Rio Colorado,2134,101,774,27
1138,San Luis Rio Colorado,1682,109,795,27
1139,San Luis Rio Colorado,966,42,548,18
1140,San Luis Rio Colorado,1985,73,852,28
1141,San Luis Rio Colorado,2150,143,1055,37
1142,San Luis Rio Colorado,774,47,262,9
1143,San Luis Rio Colorado,1280,45,611,20
1144,San Luis Rio Colorado,2590,139,895,31
1145,San Luis Rio Colorado,1300,49,749,24
1146,San Luis Rio Colorado,2321,202,1115,40
1147,San Luis Rio Colorado,1106,50,567,19
1148,San Luis Rio Colorado,2292,139,1069,37
1149,San Luis Rio Colorado,2838,137,1293,44
1150,San Luis Rio Colorado,1064,74,474,16
1151,San Luis Rio Colorado,1069,35,600,19
1152,San Luis Rio Colorado,2805,124,1396,46
1153,San Luis Rio Colorado,761,18,315,10
1154,San Luis Rio Colorado,2707,142,1108,38
1155,San Luis Rio Colorado,1272,83,664,23
1156,San Luis Rio Colorado,2990,84,1394,45
1157,San Luis Rio Colorado,2844,228,1339,48
1158,San Luis Rio Colorado,1654,102,578,21
1159,San Luis Rio Colorado,1271,67,557,19
1160,San Luis Rio Colorado,2318,177,1036,37
1161,San Luis Rio Colorado,2776,112,1242,41
1162,San Luis Rio Colorado,2434,158,1033,36
1163,San Luis Rio Colorado,755,62,366,13
1164,San Luis Rio Colorado,1181,47,629,20
1165,San Luis Rio Colorado,1081,37,395,13
1166,San Luis Rio Colorado,728,52,369,13
1167,San Luis Rio Colorado,1404,37,533,17
1168,San Luis Rio Colorado,2990,92,1133,37
1169,San Luis Rio Colorado,571,37,239,8
1170,San Luis Rio Colorado,687,49,379,13
1171,San Luis Rio Colorado,2123,111,1053,35
1172,San Luis Rio Colorado,2740,99,1342,44
1173,San Luis Rio Colorado,2208,89,1207,40
1174,San Luis Rio Colorado,1400,58,716,23
1175,San Luis Rio Colorado,2280,88,1044,34
1176,San Luis Rio Colorado,2821,167,1468,50
1177,San Luis Rio Colorado,2108,118,1103,37
1178,San Luis Rio Colorado,2934,163,1362,47
1179,San Luis Rio Colorado,2833,210,1468,51
1180,San Luis Rio Colorado,2077,162,1113,39
1181,San Luis Rio Colorado,1985,108,746,26
1182,San Luis Rio Colorado,1488,63,615,20
1183,San Luis Rio Colorado,2025,129,768,27
1184,San Luis Rio Colorado,2595,147,962,34
1185,San Luis Rio Colorado,1552,91,555,19
1186,San Luis Rio Colorado,1579,99,661,23
1187,San Luis Rio Colorado,1830,166,978,35
1188,San Luis Rio Colorado,2886,135,1096,38
1189,San Luis Rio Colorado,2822,82,1431,46
1190,San Luis Rio Colorado,2345,97,945,32
1191,San Luis Rio Colorado,2195,132,1020,35
1192,San Luis Rio Colorado,1653,69,820,27
1193,San Luis Rio Colorado,1762,59,775,25
1194,San Luis Rio Colorado,1804,113,959,33
1195,San Luis Rio Colorado,1749,103,628,22
1196,San Luis Rio Colorado,1182,99,592,21
1197,San Luis Rio Colorado,1510,49,728,24
1198,San Luis Rio Colorado,1796,81,1027,34
1199,San Luis Rio Colorado,881,56,438,15
1200,San Luis Rio Colorado,1758,63,684,23
1201,Guaymas,1293,82,652,22
1202,Guaymas,1772,42,657,21
1203,Guaymas,1336,52,728,24
1204,Guaymas,2058,118,975,33
1205,Guaymas,2171,101,903,31
1206,Guaymas,1868,152,987,35
1207,Guaymas,616,42,335,11
1208,Guaymas,616,19,303,9
1209,Guaymas,2708,167,984,35
1210,Guaymas,800,59,332,12
1211,Guaymas,1695,108,635,22
1212,Guaymas,1728,130,936,32
1213,Guaymas,2606,107,1148,38
1214,Guaymas,1635,129,732,26
1215,Guaymas,2306,108,1338,44
1216,Guaymas,2676,205,1275,45
1217,Guaymas,705,39,294,10
1218,Guaymas,2724,237,1306,47
1219,Guaymas,2661,134,1044,36
1220,Guaymas,1599,90,899,30
1221,Guaymas,742,44,390,13
1222,Guaymas,2830,213,1214,44
1223,Guaymas,2295,56,882,28
1224,Guaymas,925,37,532,17
1225,Guaymas,2040,77,1000,33
1226,Guaymas,2370,168,1175,41
1227,Guaymas,627,48,317,11
1228,Guaymas,1002,45,546,18
1229,Guaymas,1021,33,471,15
1230,Guaymas,2766,175,1280,45
1231,Guaymas,2051,77,938,31
1232,Guaymas,2864,161,1167,41
1233,Guaymas,1787,82,629,21
1234,Guaymas,2305,155,906,32
1235,Guaymas,2239,66,891,29
1236,Guaymas,2684,82,1246,41
1237,Guaymas,1108,79,562,19
1238,Guaymas,607,20,327,10
1239,Guaymas,805,55,340,12
1240,Guaymas,2395,161,1303,45
1241,Guaymas,2964,236,1360,49
1242,Guaymas,824,46,448,15
1243,Guaymas,2629,190,1224,43
1244,Guaymas,1625,112,871,30
1245,Guaymas,2704,101,1205,40
1246,Guaymas,1181,73,424,15
1247,Guaymas,914,27,427,14
1248,Guaymas,2826,251,1437,52
1249,Guaymas,2557,148,955,34
1250,Guaymas,1098,32,550,18
1251,Guaymas,2877,108,1347,45
1252,Guaymas,1744,119,749,26
1253,Guaymas,1363,93,578,20
1254,Guaymas,2278,83,1004,33
1255,Guaymas,2090,79,1052,34
1256,Guaymas,2740,95,1438,47
1257,Guaymas,2589,95,1147,38
1258,Guaymas,1061,45,548,18
1259,Guaymas,2079,95,1141,38
1260,Guaymas,870,55,337,12
1261,Guaymas,816,42,342,11
1262,Guaymas,1286,76,573,20
1263,Guaymas,1202,71,510,17
1264,Guaymas,1003,43,466,15
1265,Guaymas,525,32,205,7
1266,Guaymas,1339,54,475,16
1267,Guaymas,766,54,335,12
1268,Guaymas,843,30,430,14
1269,Guaymas,2007,132,763,27
1270,Guaymas,2830,245,1534,55
1271,Guaymas,1922,41,712,23
1272,Guaymas,1427,106,737,26
1273,Guaymas,2681,155,1314,45
1274,Guaymas,983,46,482,16
1275,Guaymas,2987,150,1022,36
1276,Guaymas,1519,56,872,28
1277,Guaymas,1407,67,695,23
1278,Guaymas,748,62,351,12
1279,Guaymas,2499,122,1231,41
1280,Guaymas,1974,98,820,28
1281,Guaymas,1400,94,611,21
1282,Guaymas,722,31,391,13
1283,Guaymas,1839,62,1020,33
1284,Guaymas,2536,73,1335,43
1285,Guaymas,1531,95,526,19
1286,Guaymas,1870,102,849,29
1287,Guaymas,2324,162,892,32
1288,Guaymas,677,36,291,10
1289,Guaymas,2854,134,1274,43
1290,Guaymas,1963,143,902,32
1291,Guaymas,2846,181,1250,44
1292,Guaymas,2189,71,893,29
1293,Guaymas,1737,43,659,21
1294,Guaymas,1974,59,809,26
1295,Guaymas,893,26,346,11
1296,Guaymas,2444,156,1091,38
1297,Guaymas,2298,110,1158,39
1298,Guaymas,1295,63,575,19
1299,Guaymas,1817,59,902,29
1300,Guaymas,1977,61,906,29
1301,Guaymas,2237,151,909,32
1302,Guaymas,2477,163,941,34
1303,Guaymas,1998,105,1079,36
1304,Guaymas,2125,155,944,33
1305,Guaymas,1199,94,579,20
1306,Guaymas,2466,98,997,33
1307,Guaymas,2853,121,1530,51
1308,Guaymas,2538,159,1233,43
1309,Guaymas,2543,93,1103,36
1310,Guaymas,1486,113,767,27
1311,Guaymas,1093,38,446,14
1312,Guaymas,2779,250,1375,50
1313,Guaymas,2231,129,839,29
1314,Guaymas,2111,173,1019,36
1315,Guaymas,2099,149,1022,36
1316,Guaymas,1360,49,725,23
1317,Guaymas,1794,46,763,24
1318,Guaymas,1642,64,668,22
1319,Guaymas,2152,91,1133,37
1320,Guaymas,1098,74,437,15
1321,Guaymas,2686,55,1015,33
1322,Guaymas,2182,181,1113,39
1323,Guaymas,2465,148,871,31
1324,Guaymas,2422,109,908,31
1325,Guaymas,2956,141,1118,38
1326,Guaymas,2511,161,1348,46
1327,Guaymas,1453,56,588,19
1328,Guaymas,1077,56,410,14
1329,Guaymas,2146,130,1102,38
1330,Guaymas,1929,64,892,29
1331,Guaymas,2863,218,1239,45
1332,Guaymas,693,26,367,12
1333,Guaymas,2490,71,1280,41
1334,Guaymas,2382,142,848,30
1335,Guaymas,2666,196,1243,44
1336,Guaymas,2588,192,1338,47
1337,Guaymas,2684,71,1213,39
1338,Guaymas,1921,104,778,27
1339,Guaymas,1345,43,550,18
1340,Guaymas,1943,138,877,31
1341,Guaymas,2355,153,1019,36
1342,Guaymas,763,50,328,11
1343,Guaymas,1868,98,897,30
1344,Guaymas,2207,134,796,28
1345,Guaymas,906,23,355,11
1346,Guaymas,1725,74,817,27
1347,Guaymas,2498,119,1228,41
1348,Guaymas,2097,102,1009,34
1349,Guaymas,522,36,238,8
1350,Guaymas,2513,191,1231,43
1351,Navojoa,1160,69,657,22
1352,Navojoa,1721,45,739,24
1353,Navojoa,1333,111,717,25
1354,Navojoa,2703,95,1449,47
1355,Navojoa,2010,68,868,28
1356,Navojoa,1520,80,632,22
1357,Navojoa,2865,89,1471,48
1358,Navojoa,554,23,279,9
1359,Navojoa,2435,142,1237,42
1360,Navojoa,1386,94,690,24
1361,Navojoa,969,64,387,13
1362,Navojoa,710,48,359,12
1363,Navojoa,1304,36,641,20
1364,Navojoa,1256,56,618,20
1365,Navojoa,2522,146,983,34
1366,Navojoa,2625,138,1507,50
1367,Navojoa,2184,103,1080,36
1368,Navojoa,1391,97,656,23
1369,Navojoa,2911,234,1430,51
1370,Navojoa,1562,94,814,28
1371,Navojoa,2180,63,852,28
1372,Navojoa,919,32,364,12
1373,Navojoa,663,52,294,10
1374,Navojoa,550,44,289,10
1375,Navojoa,738,20,282,9
1376,Navojoa,2417,147,1043,36
1377,Navojoa,1105,33,418,13
1378,Navojoa,554,21,287,9
1379,Navojoa,1531,81,594,20
1380,Navojoa,2919,181,1419,49
1381,Navojoa,2840,117,1168,39
1382,Navojoa,2211,142,949,33
1383,Navojoa,980,92,512,18
1384,Navojoa,1774,47,808,26
1385,Navojoa,1127,59,620,21
1386,Navojoa,2871,170,1091,39
1387,Navojoa,793,41,381,13
1388,Navojoa,2910,215,1549,54
1389,Navojoa,698,31,368,12
1390,Navojoa,856,44,329,11
1391,Navojoa,1058,67,598,20
1392,Navojoa,1569,85,861,29
1393,Navojoa,2042,162,1012,36
1394,Navojoa,2124,99,731,25
1395,Navojoa,922,35,543,17
1396,Navojoa,797,51,293,10
1397,Navojoa,798,22,341,11
1398,Navojoa,1884,49,708,23
1399,Navojoa,2635,111,1455,48
1400,Navojoa,1177,85,602,21
1401,Navojoa,2310,187,1220,43
1402,Navojoa,592,14,223,7
1403,Navojoa,1801,49,848,27
1404,Navojoa,997,80,512,18
1405,Navojoa,2230,65,1069,35
1406,Navojoa,1247,51,531,18
1407,Navojoa,865,65,397,14
1408,Navojoa,2485,228,1316,47
1409,Navojoa,649,38,238,8
1410,Navojoa,1712,113,648,23
1411,Navojoa,930,52,399,13
1412,Navojoa,2432,103,1108,37
1413,Navojoa,2372,204,1196,43
1414,Navojoa,1069,70,539,18
1415,Navojoa,2724,130,1167,40
1416,Navojoa,885,31,345,11
1417,Navojoa,1782,55,751,24
1418,Navojoa,571,35,317,10
1419,Navojoa,2841,266,1486,54
1420,Navojoa,2213,180,1052,38
1421,Navojoa,744,33,273,9
1422,Navojoa,1372,66,516,17
1423,Navojoa,2327,140,771,28
1424,Navojoa,692,45,273,9
1425,Navojoa,1839,108,723,25
1426,Navojoa,833,48,276,10
1427,Navojoa,526,35,274,9
1428,Navojoa,2621,89,1212,40
1429,Navojoa,957,84,505,18
1430,Navojoa,1652,138,787,28
1431,Navojoa,2655,100,1421,47
1432,Navojoa,2459,77,1149,37
1433,Navojoa,929,38,517,17
1434,Navojoa,507,38,231,8
1435,Navojoa,1710,97,974,33
1436,Navojoa,1785,108,615,22
1437,Navojoa,1387,44,636,21
1438,Navojoa,2350,74,1160,38
1439,Navojoa,2559,162,1009,36
1440,Navojoa,1460,34,604,19
1441,Navojoa,2875,79,1083,35
1442,Navojoa,582,21,206,6
1443,Navojoa,1492,69,814,27
1444,Navojoa,1059,55,412,14
1445,Navojoa,1513,81,724,24
1446,Navojoa,1878,141,865,31
1447,Navojoa,868,67,437,15
1448,Navojoa,2290,146,900,32
1449,Navojoa,905,46,437,14
1450,Navojoa,2751,146,1044,36
1451,Navojoa,1949,76,693,23
1452,Navojoa,1597,89,810,27
1453,Navojoa,1714,98,870,29
1454,Navojoa,1727,59,698,23
1455,Navojoa,2725,131,1383,46
1456,Navojoa,2401,106,936,32
1457,Navojoa,1896,99,811,28
1458,Navojoa,1020,33,430,14
1459,Navojoa,2178,81,1113,36
1460,Navojoa,2068,132,1073,37
1461,Navojoa,660,24,324,10
1462,Navojoa,1557,103,629,22
1463,Navojoa,2019,104,775,27
1464,Navojoa,1809,94,983,33
1465,Navojoa,1487,104,688,24
1466,Navojoa,1983,181,1000,36
1467,Navojoa,1844,111,983,33
1468,Navojoa,1224,75,570,19
1469,Navojoa,692,22,302,10
1470,Navojoa,2117,97,839,28
1471,Navojoa,1082,37,533,17
1472,Navojoa,1409,65,675,22
1473,Navojoa,899,51,367,12
1474,Navojoa,724,29,333,11
1475,Navojoa,957,47,479,16
1476,Navojoa,2769,88,991,33
1477,Navojoa,2492,137,948,33
1478,Navojoa,2885,169,1143,40
1479,Navojoa,702,28,383,12
1480,Navojoa,896,48,302,10
1481,Navojoa,573,37,255,9
1482,Navojoa,826,38,302,10
1483,Navojoa,1060,67,541,18
1484,Navojoa,1083,39,385,13
1485,Navojoa,1946,77,920,30
1486,Navojoa,2280,81,1019,33
1487,Navojoa,1235,64,586,20
1488,Navojoa,1626,105,787,27
1489,Navojoa,2232,86,1254,41
1490,Navojoa,2637,76,994,33
1491,Navojoa,1425,71,621,21
1492,Navojoa,1052,32,426,14
1493,Navojoa,1359,51,570,19
1494,Navojoa,1221,77,686,23
1495,Navojoa,2245,87,1324,43
1496,Navojoa,816,64,365,13
1497,Navojoa,837,25,400,13
1498,Navojoa,1108,64,408,14
1499,Navojoa,1959,177,1020,37
